Id,Label,Node_value,Node_cluster,Node_cluster_len,Node_lineage,Node_lineage_raw,Node_lineage2
33770,33770-B.1.2,1000,858,2144,B.1.2,B.1.2,B.1.2
35148,35148-B.1,100,560,3318,B.1,B.1,B.1
35715,35715-B.1.1.7,1000,48,12016,B.1.1.7,B.1.1.7,Alpha
35800,35800-B.1.438,100,663,1429,B.1.438,B.1.438,B.1.438
35948,35948-B.1.177,1000,432,2373,B.1.177,B.1.177,B.1.177
36581,36581-B.1.1,100,718,2143,B.1.1,B.1.1,B.1.1
37142,37142-P.2,1000,718,2143,P.2,P.2,P
37854,37854-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
38183,38183-B.1.1.214,100,811,2244,B.1.1.214,B.1.1.214,B.1.1
38692,38692-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
39449,39449-B.1.258.17,100,337,1955,B.1.258.17,B.1.258.17,B.1.258.17
40761,40761-B.1.1.7,1000,16,32188,B.1.1.7,B.1.1.7,Alpha
40764,40764-B.1.1.7,100,238,3501,B.1.1.7,B.1.1.7,Alpha
40873,40873-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
41311,41311-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
41437,41437-B.1.258.17,100,337,1955,B.1.258.17,B.1.258.17,B.1.258.17
41441,41441-B.1.1.7,1000,43,13397,B.1.1.7,B.1.1.7,Alpha
41442,41442-B.1.1.7,100,131,3329,B.1.1.7,B.1.1.7,Alpha
41508,41508-B.1,100,721,1345,B.1,B.1,B.1
41524,41524-B.1.2,100,462,1704,B.1.2,B.1.2,B.1.2
41569,41569-B.1.221,100,647,2530,B.1.221,B.1.221,B.1.221
41656,41656-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
41863,41863-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
41954,41954-B.1.1.70,1000,853,1201,B.1.1.70,B.1.1.70,Alpha
41992,41992-B.1.2,100,850,2129,B.1.2,B.1.2,B.1.2
42093,42093-B.1.1.7,100,736,1327,B.1.1.7,B.1.1.7,Alpha
43588,43588-B.1.1.214,100,811,2244,B.1.1.214,B.1.1.214,B.1.1
43859,43859-B.1.438,100,663,1429,B.1.438,B.1.438,B.1.438
44601,44601-B.1.1.7,1000,64,7906,B.1.1.7,B.1.1.7,Alpha
44602,44602-B.1.1.7,100,763,2172,B.1.1.7,B.1.1.7,Alpha
44603,44603-B.1.1.7,100,758,1310,B.1.1.7,B.1.1.7,Alpha
45427,45427-B.1.258.17,1000,337,1955,B.1.258.17,B.1.258.17,B.1.258.17
45431,45431-B.1.1.7,100,621,1480,B.1.1.7,B.1.1.7,Alpha
45432,45432-B.1.1.7,100,301,2062,B.1.1.7,B.1.1.7,Alpha
45435,45435-B.1.1.7,1000,46,14416,B.1.1.7,B.1.1.7,Alpha
45439,45439-B.1.1.7,1000,42,10572,B.1.1.7,B.1.1.7,Alpha
45440,45440-B.1.1.7,1000,162,6133,B.1.1.7,B.1.1.7,Alpha
45443,45443-B.1.1.7,100,238,3501,B.1.1.7,B.1.1.7,Alpha
45447,45447-B.1.1.7,1000,131,3329,B.1.1.7,B.1.1.7,Alpha
45689,45689-B.1.258,100,389,1832,B.1.258,B.1.258,B.1.258
46070,46070-B.1.1.214,100,811,2244,B.1.1.214,B.1.1.214,B.1.1
46371,46371-B.1.2,100,462,1704,B.1.2,B.1.2,B.1.2
46794,46794-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
46878,46878-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
47012,47012-B.1.1.7,1000,278,3860,B.1.1.7,B.1.1.7,Alpha
47015,47015-B.1.1.7,100,502,1647,B.1.1.7,B.1.1.7,Alpha
47230,47230-B.1.427,1000,399,3449,B.1.427,B.1.427,Epsilon
47714,47714-B.1.1.7,1000,203,2949,B.1.1.7,B.1.1.7,Alpha
47785,47785-B.1.438.1,1000,314,2030,B.1.438.1,B.1.438.1,B.1.438.1
48640,48640-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
48782,48782-B.1.243,1000,468,1697,B.1.243,B.1.243,B.1.243
49271,49271-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
49506,49506-B.1.1.7,100,238,3501,B.1.1.7,B.1.1.7,Alpha
49507,49507-B.1.1.7,1000,937,2096,B.1.1.7,B.1.1.7,Alpha
49655,49655-B.1.2,1000,901,2171,B.1.2,B.1.2,B.1.2
49980,49980-A.23.1,100,568,1545,A.23.1,A.23.1,A
49990,49990-B.1.429,1000,151,4632,B.1.429,B.1.429,Epsilon
50119,50119-B.1.1.7,1000,363,3380,B.1.1.7,B.1.1.7,Alpha
50121,50121-B.1.1.7,1000,238,3501,B.1.1.7,B.1.1.7,Alpha
50359,50359-B.1.2,1000,462,1704,B.1.2,B.1.2,B.1.2
51531,51531-B.1.1.7,1000,101,7154,B.1.1.7,B.1.1.7,Alpha
51541,51541-B.1.1.7,100,763,2172,B.1.1.7,B.1.1.7,Alpha
51557,51557-B.1.1.7,100,937,2096,B.1.1.7,B.1.1.7,Alpha
52583,52583-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
52670,52670-B.1.429,1000,274,2165,B.1.429,B.1.429,Epsilon
52816,52816-B.1.1.7,1000,375,1858,B.1.1.7,B.1.1.7,Alpha
53039,53039-B.1.1.214,1000,811,2244,B.1.1.214,B.1.1.214,B.1.1
53998,53998-B.1.2,100,850,2129,B.1.2,B.1.2,B.1.2
54037,54037-A.23.1,100,568,1545,A.23.1,A.23.1,A
54353,54353-B.1.1.7,100,502,1647,B.1.1.7,B.1.1.7,Alpha
54428,54428-B.1.466.2,100,514,1631,B.1.466.2,B.1.466.2,B.1.466.2
55297,55297-B.1.1.7,1000,866,1191,B.1.1.7,B.1.1.7,Alpha
55953,55953-A.23.1,1000,568,1545,A.23.1,A.23.1,A
56090,56090-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
56114,56114-B.1.1.519,100,222,2871,B.1.1.519,B.1.1.519,B.1.1
56149,56149-B.1.1.7,1000,551,1572,B.1.1.7,B.1.1.7,Alpha
56175,56175-B.1.1.7,1000,524,1614,B.1.1.7,B.1.1.7,Alpha
56179,56179-B.1.1.7,100,203,2949,B.1.1.7,B.1.1.7,Alpha
57043,57043-B.1.1.7,100,649,1441,B.1.1.7,B.1.1.7,Alpha
57422,57422-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
57536,57536-B.1.1.7,1000,179,3843,B.1.1.7,B.1.1.7,Alpha
58441,58441-B.1.1.7,100,46,14416,B.1.1.7,B.1.1.7,Alpha
59094,59094-B.1.1.7,1000,307,2959,B.1.1.7,B.1.1.7,Alpha
59206,59206-B.1.466.2,100,514,1631,B.1.466.2,B.1.466.2,B.1.466.2
59920,59920-B.1.1.519,1000,222,2871,B.1.1.519,B.1.1.519,B.1.1
60011,60011-B.1.1.7,1000,425,1762,B.1.1.7,B.1.1.7,Alpha
60392,60392-B.1.1.519,100,222,2871,B.1.1.519,B.1.1.519,B.1.1
61588,61588-B.1.1.7,1000,557,1561,B.1.1.7,B.1.1.7,Alpha
62127,62127-B.1.1.7,100,480,1682,B.1.1.7,B.1.1.7,Alpha
62770,62770-B.1.1.519,1000,152,5783,B.1.1.519,B.1.1.519,B.1.1
63939,63939-B.1.351,100,439,1743,B.1.351,B.1.351,B.1.351
63967,63967-B.1.351,1000,439,1743,B.1.351,B.1.351,B.1.351
65589,65589-B.1.1.7,100,480,1682,B.1.1.7,B.1.1.7,Alpha
65753,65753-B.1.2,100,850,2129,B.1.2,B.1.2,B.1.2
66543,66543-B.1.1,100,659,1433,B.1.1,B.1.1,B.1.1
66652,66652-B.1.2,1000,850,2129,B.1.2,B.1.2,B.1.2
67462,67462-P.1,100,24,28365,P.1,P.1,P
67510,67510-B.1.1.7,100,618,1483,B.1.1.7,B.1.1.7,Alpha
68093,68093-R.1,100,659,1433,R.1,R.1,R.1
68188,68188-B.1.575,100,721,1345,B.1.575,B.1.575,B.1.575
68248,68248-B.1.617.1,100,496,1652,B.1.617.1,B.1.617.1,B.1.617.1
68699,68699-B.1.466.2,1000,677,1417,B.1.466.2,B.1.466.2,B.1.466.2
68917,68917-B.1.575,100,721,1345,B.1.575,B.1.575,B.1.575
68983,68983-B.1.526,100,560,3318,B.1.526,B.1.526,B.1.526
69036,69036-B.1.1.7,1000,655,1435,B.1.1.7,B.1.1.7,Alpha
69679,69679-B.1.526,100,560,3318,B.1.526,B.1.526,B.1.526
69773,69773-B.1.1.7,1000,763,2172,B.1.1.7,B.1.1.7,Alpha
70367,70367-P.1,1000,19,21735,P.1,P.1,P
70370,70370-B.1.1.7,100,259,2235,B.1.1.7,B.1.1.7,Alpha
70376,70376-B.1.1.7,1000,665,1426,B.1.1.7,B.1.1.7,Alpha
70389,70389-B.1.1.7,1000,558,2162,B.1.1.7,B.1.1.7,Alpha
70406,70406-B.1.1.7,100,480,1682,B.1.1.7,B.1.1.7,Alpha
70419,70419-B.1.1.7,1000,480,1682,B.1.1.7,B.1.1.7,Alpha
70504,70504-B.1.526,100,560,3318,B.1.526,B.1.526,B.1.526
70775,70775-B.1.1.7,1000,544,1582,B.1.1.7,B.1.1.7,Alpha
70776,70776-B.1.1.7,100,607,2241,B.1.1.7,B.1.1.7,Alpha
70777,70777-B.1.1.7,1000,118,3898,B.1.1.7,B.1.1.7,Alpha
70778,70778-B.1.1.7,1000,749,1315,B.1.1.7,B.1.1.7,Alpha
71065,71065-B.1.526,1000,105,8999,B.1.526,B.1.526,B.1.526
71234,71234-B.1.1.7,1000,880,1171,B.1.1.7,B.1.1.7,Alpha
71238,71238-B.1.1.7,1000,495,1656,B.1.1.7,B.1.1.7,Alpha
71241,71241-B.1.1.7,1000,933,1112,B.1.1.7,B.1.1.7,Alpha
71393,71393-B.1.177.21,100,543,1582,B.1.177.21,B.1.177.21,B.1.177
72527,72527-B.1.526,100,560,3318,B.1.526,B.1.526,B.1.526
72910,72910-B.1.1.7,1000,935,1111,B.1.1.7,B.1.1.7,Alpha
72916,72916-B.1.1.7,1000,915,1129,B.1.1.7,B.1.1.7,Alpha
72936,72936-B.1.1.7,100,736,1327,B.1.1.7,B.1.1.7,Alpha
72965,72965-B.1.1.7,100,738,2186,B.1.1.7,B.1.1.7,Alpha
72967,72967-B.1.1.7,1000,502,1647,B.1.1.7,B.1.1.7,Alpha
73570,73570-B.1.526,100,560,3318,B.1.526,B.1.526,B.1.526
73662,73662-B.1.1.7,1000,96,3824,B.1.1.7,B.1.1.7,Alpha
73663,73663-B.1.1.7,100,508,1636,B.1.1.7,B.1.1.7,Alpha
73675,73675-B.1.1.7,1000,898,1149,B.1.1.7,B.1.1.7,Alpha
73702,73702-B.1.1.7,100,162,6133,B.1.1.7,B.1.1.7,Alpha
74472,74472-B.1.1.7,100,46,14416,B.1.1.7,B.1.1.7,Alpha
74476,74476-B.1.1.7,1000,529,1604,B.1.1.7,B.1.1.7,Alpha
74489,74489-B.1.1.7,100,621,1480,B.1.1.7,B.1.1.7,Alpha
75421,75421-B.1.1.7,1000,385,1846,B.1.1.7,B.1.1.7,Alpha
75489,75489-B.1.1.7,100,621,1480,B.1.1.7,B.1.1.7,Alpha
75608,75608-B.1.1.7,1000,758,1310,B.1.1.7,B.1.1.7,Alpha
75628,75628-B.1.1.7,1000,317,2022,B.1.1.7,B.1.1.7,Alpha
75653,75653-B.1.1.7,1000,472,1691,B.1.1.7,B.1.1.7,Alpha
76452,76452-B.1.429,100,151,4632,B.1.429,B.1.429,Epsilon
76625,76625-B.1.1.7,100,301,2062,B.1.1.7,B.1.1.7,Alpha
76627,76627-B.1.1.7,1000,642,1453,B.1.1.7,B.1.1.7,Alpha
76794,76794-B.1,100,293,2578,B.1,B.1,B.1
77832,77832-B.1.1.7,1000,621,1480,B.1.1.7,B.1.1.7,Alpha
77860,77860-B.1.1.7,100,902,1146,B.1.1.7,B.1.1.7,Alpha
79267,79267-B.1.1.519,100,222,2871,B.1.1.519,B.1.1.519,B.1.1
79371,79371-B.1,100,630,1469,B.1,B.1,B.1
79848,79848-B.1.1.7,100,306,2888,B.1.1.7,B.1.1.7,Alpha
79899,79899-B.1.1.7,100,825,1234,B.1.1.7,B.1.1.7,Alpha
79983,79983-B.1.1.7,100,680,2327,B.1.1.7,B.1.1.7,Alpha
80793,80793-B.1.637,100,560,3318,B.1.637,B.1.637,B.1.637
80889,80889-B.1.1.7,100,452,1719,B.1.1.7,B.1.1.7,Alpha
80988,80988-B.1.1.7,1000,90,8407,B.1.1.7,B.1.1.7,Alpha
81055,81055-B.1.1,100,24,28365,B.1.1,B.1.1,B.1.1
81977,81977-B.1.1.7,1000,22,16746,B.1.1.7,B.1.1.7,Alpha
82094,82094-B.1.1.7,100,452,1719,B.1.1.7,B.1.1.7,Alpha
82096,82096-B.1.1.7,100,680,2327,B.1.1.7,B.1.1.7,Alpha
82806,82806-R.1,100,659,1433,R.1,R.1,R.1
83006,83006-B.1.1.7,100,649,1441,B.1.1.7,B.1.1.7,Alpha
83068,83068-B.1.1.7,100,301,2062,B.1.1.7,B.1.1.7,Alpha
84805,84805-B.1.617.1,100,496,1652,B.1.617.1,B.1.617.1,B.1.617.1
87569,87569-B.1.1.7,100,607,2241,B.1.1.7,B.1.1.7,Alpha
87708,87708-B.1.1.7,100,927,1116,B.1.1.7,B.1.1.7,Alpha
88717,88717-B.1.1.7,1000,686,2016,B.1.1.7,B.1.1.7,Alpha
89672,89672-B.1.1.7,100,539,1588,B.1.1.7,B.1.1.7,Alpha
89697,89697-P.1,1000,917,1127,P.1,P.1,P
89724,89724-B.1.1.7,1000,508,1636,B.1.1.7,B.1.1.7,Alpha
89779,89779-B.1.1.7,1000,339,3792,B.1.1.7,B.1.1.7,Alpha
90648,90648-B.1.1.7,1000,357,1909,B.1.1.7,B.1.1.7,Alpha
91207,91207-B.1.1.7,100,825,1234,B.1.1.7,B.1.1.7,Alpha
92393,92393-B.1.1.7,100,539,1588,B.1.1.7,B.1.1.7,Alpha
93194,93194-R.1,1000,310,2482,R.1,R.1,R.1
95334,95334-B.1.575,1000,721,1345,B.1.575,B.1.575,B.1.575
95719,95719-R.1,100,659,1433,R.1,R.1,R.1
96278,96278-B.1.1.7,1000,244,4541,B.1.1.7,B.1.1.7,Alpha
96287,96287-B.1.1.7,1000,104,4918,B.1.1.7,B.1.1.7,Alpha
96807,96807-B.1.2,100,852,1202,B.1.2,B.1.2,B.1.2
97439,97439-B.1.351,100,851,1203,B.1.351,B.1.351,B.1.351
99485,99485-B.1.1.7,1000,603,1502,B.1.1.7,B.1.1.7,Alpha
99628,99628-B.1.1.7,100,244,4541,B.1.1.7,B.1.1.7,Alpha
102501,102501-B.1.1.318,1000,525,1614,B.1.1.318,B.1.1.318,B.1.1
102778,102778-B.1.1.7,1000,199,2589,B.1.1.7,B.1.1.7,Alpha
103011,103011-B.1.1.7,100,46,14416,B.1.1.7,B.1.1.7,Alpha
103556,103556-B.1.1.7,1000,134,3996,B.1.1.7,B.1.1.7,Alpha
105890,105890-P.1,1000,455,1715,P.1,P.1,P
108725,108725-P.1,100,24,28365,P.1,P.1,P
108830,108830-B.1.1.7,1000,685,1395,B.1.1.7,B.1.1.7,Alpha
109144,109144-B.1.1.7,100,313,2031,B.1.1.7,B.1.1.7,Alpha
109211,109211-B.1.1.7,100,926,1117,B.1.1.7,B.1.1.7,Alpha
109292,109292-B.1.1.7,1000,340,1944,B.1.1.7,B.1.1.7,Alpha
116021,116021-B.1,100,424,1763,B.1,B.1,B.1
116199,116199-B.1.1.7,100,46,14416,B.1.1.7,B.1.1.7,Alpha
118896,118896-B.1.526,1000,157,4090,B.1.526,B.1.526,B.1.526
118961,118961-C.37,100,773,1294,C.37,C.37,C.37
120203,120203-B.1.637,1000,560,3318,B.1.637,B.1.637,B.1.637
120296,120296-B.1.525,100,630,1469,B.1.525,B.1.525,B.1.525
120537,120537-B.1.1.7,100,902,1146,B.1.1.7,B.1.1.7,Alpha
121018,121018-B.1,100,424,1763,B.1,B.1,B.1
122141,122141-B.1.1.7,1000,607,2241,B.1.1.7,B.1.1.7,Alpha
122518,122518-B.1.1.7,1000,452,1719,B.1.1.7,B.1.1.7,Alpha
122521,122521-B.1.1.7,100,480,1682,B.1.1.7,B.1.1.7,Alpha
126129,126129-B.1.1.7,100,788,1275,B.1.1.7,B.1.1.7,Alpha
126699,126699-B.1.2,100,936,1110,B.1.2,B.1.2,B.1.2
126884,126884-B.1,100,687,1393,B.1,B.1,B.1
128381,128381-B.1.637,100,560,3318,B.1.637,B.1.637,B.1.637
128513,128513-B.1.525,1000,630,1469,B.1.525,B.1.525,B.1.525
128816,128816-B.1.1.7,100,847,1207,B.1.1.7,B.1.1.7,Alpha
129070,129070-B.1.466.2,100,514,1631,B.1.466.2,B.1.466.2,B.1.466.2
130284,130284-B.1.617.1,100,496,1652,B.1.617.1,B.1.617.1,B.1.617.1
130691,130691-B.1.1.7,100,259,2235,B.1.1.7,B.1.1.7,Alpha
130698,130698-B.1.1.7,100,162,6133,B.1.1.7,B.1.1.7,Alpha
130741,130741-B.1.1.7,100,199,2589,B.1.1.7,B.1.1.7,Alpha
132393,132393-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
132565,132565-B.1.1.7,1000,618,1483,B.1.1.7,B.1.1.7,Alpha
132613,132613-B.1.1.7,100,294,2564,B.1.1.7,B.1.1.7,Alpha
132685,132685-B.1.1.7,1000,251,2273,B.1.1.7,B.1.1.7,Alpha
132713,132713-B.1.1.7,100,736,1327,B.1.1.7,B.1.1.7,Alpha
132723,132723-B.1.1.7,100,313,2031,B.1.1.7,B.1.1.7,Alpha
132770,132770-B.1.1.7,1000,184,3382,B.1.1.7,B.1.1.7,Alpha
132915,132915-B.1.1.7,1000,680,2327,B.1.1.7,B.1.1.7,Alpha
134066,134066-B.1.351,100,851,1203,B.1.351,B.1.351,B.1.351
137749,137749-B.1.1.7,1000,207,5819,B.1.1.7,B.1.1.7,Alpha
137938,137938-B.1.1.7,100,825,1234,B.1.1.7,B.1.1.7,Alpha
140165,140165-B.1.351,1000,851,1203,B.1.351,B.1.351,B.1.351
140663,140663-P.1,1000,820,1243,P.1,P.1,P
141222,141222-B.1.1.7,1000,63,6487,B.1.1.7,B.1.1.7,Alpha
143293,143293-B.1.637,100,571,1542,B.1.637,B.1.637,B.1.637
143426,143426-B.1.617.2,100,293,2578,B.1.617.2,B.1.617.2,Delta
143504,143504-B.1.1.7,1000,381,1851,B.1.1.7,B.1.1.7,Alpha
148293,148293-B.1.1.7,1000,417,1783,B.1.1.7,B.1.1.7,Alpha
148411,148411-B.1.1.7,1000,825,1234,B.1.1.7,B.1.1.7,Alpha
150451,150451-B.1.1.7,100,480,1682,B.1.1.7,B.1.1.7,Alpha
152585,152585-Q.3,100,884,1163,Q.3,Q.3,Alpha
153879,153879-B.1.1.7,1000,649,1441,B.1.1.7,B.1.1.7,Alpha
157474,157474-B.1.1.7,100,863,2032,B.1.1.7,B.1.1.7,Alpha
162079,162079-C.37,100,773,1294,C.37,C.37,C.37
164618,164618-B.1.1.7,100,46,14416,B.1.1.7,B.1.1.7,Alpha
164911,164911-B.1.1.7,1000,301,2062,B.1.1.7,B.1.1.7,Alpha
166314,166314-B.1.258.17,100,867,1190,B.1.258.17,B.1.258.17,B.1.258.17
169501,169501-B.1.1.7,100,685,1395,B.1.1.7,B.1.1.7,Alpha
172852,172852-R.1,100,659,1433,R.1,R.1,R.1
173499,173499-B.1.617.1,100,496,1652,B.1.617.1,B.1.617.1,B.1.617.1
174389,174389-B.1.1.7,100,736,1327,B.1.1.7,B.1.1.7,Alpha
174736,174736-B.1.1.7,1000,736,1327,B.1.1.7,B.1.1.7,Alpha
177129,177129-B.1.1.7,100,46,14416,B.1.1.7,B.1.1.7,Alpha
177263,177263-B.1.1.7,100,184,3382,B.1.1.7,B.1.1.7,Alpha
179586,179586-P.1.14,1000,121,3966,P.1.14,P.1.14,P
179897,179897-B.1.1.7,1000,294,2564,B.1.1.7,B.1.1.7,Alpha
181580,181580-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
182004,182004-B.1.619,100,424,1763,B.1.619,B.1.619,B.1.619
182535,182535-B.1.1.7,100,612,1492,B.1.1.7,B.1.1.7,Alpha
182590,182590-Q.3,100,884,1163,Q.3,Q.3,Alpha
182832,182832-B.1.1.7,100,847,1207,B.1.1.7,B.1.1.7,Alpha
184136,184136-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
184180,184180-B.1.617.2,100,293,2578,B.1.617.2,B.1.617.2,Delta
184262,184262-B.1.1.7,100,259,2235,B.1.1.7,B.1.1.7,Alpha
185810,185810-B.1.351,1000,444,3167,B.1.351,B.1.351,B.1.351
186311,186311-B.1.1.7,100,847,1207,B.1.1.7,B.1.1.7,Alpha
186338,186338-B.1.1.7,1000,306,2888,B.1.1.7,B.1.1.7,Alpha
187287,187287-C.37,100,773,1294,C.37,C.37,C.37
190652,190652-P.1,100,672,1421,P.1,P.1,P
191027,191027-B.1.1.7,100,645,2281,B.1.1.7,B.1.1.7,Alpha
191279,191279-B.1.1.7,1000,645,2281,B.1.1.7,B.1.1.7,Alpha
191493,191493-B.1.1.7,100,261,2218,B.1.1.7,B.1.1.7,Alpha
194373,194373-B.1.1.7,1000,788,1275,B.1.1.7,B.1.1.7,Alpha
194576,194576-B.1.1.7,1000,847,1207,B.1.1.7,B.1.1.7,Alpha
197249,197249-B.1.1.7,1000,259,2235,B.1.1.7,B.1.1.7,Alpha
197423,197423-B.1.1.7,100,738,2186,B.1.1.7,B.1.1.7,Alpha
197818,197818-B.1.1.7,1000,313,2031,B.1.1.7,B.1.1.7,Alpha
200522,200522-B.1.1.7,1000,738,2186,B.1.1.7,B.1.1.7,Alpha
202783,202783-B.1.1.7,100,885,1162,B.1.1.7,B.1.1.7,Alpha
202942,202942-B.1.1.7,1000,261,2218,B.1.1.7,B.1.1.7,Alpha
202947,202947-B.1.1.7,1000,926,1117,B.1.1.7,B.1.1.7,Alpha
204169,204169-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
204585,204585-B.1.351,100,444,3167,B.1.351,B.1.351,B.1.351
204668,204668-B.1.617.1,1000,496,1652,B.1.617.1,B.1.617.1,B.1.617.1
204719,204719-C.37,100,458,2366,C.37,C.37,C.37
206731,206731-B.1.1.7,100,885,1162,B.1.1.7,B.1.1.7,Alpha
207415,207415-B.1.177,100,333,1968,B.1.177,B.1.177,B.1.177
210483,210483-B.1.1.7,1000,902,1146,B.1.1.7,B.1.1.7,Alpha
211316,211316-B.1,100,119,6109,B.1,B.1,B.1
213773,213773-B.1.1.7,1000,927,1116,B.1.1.7,B.1.1.7,Alpha
216057,216057-B.1.637,1000,571,1542,B.1.637,B.1.637,B.1.637
216470,216470-B.1.1.7,1000,885,1162,B.1.1.7,B.1.1.7,Alpha
218649,218649-C.37,100,458,2366,C.37,C.37,C.37
223943,223943-Q.3,100,884,1163,Q.3,Q.3,Alpha
228278,228278-B.1.619,100,424,1763,B.1.619,B.1.619,B.1.619
230229,230229-AY.122,100,293,2578,AY.122,AY.122,Delta
235091,235091-P.1.17,100,629,1471,P.1.17,P.1.17,P
238734,238734-Q.3,100,884,1163,Q.3,Q.3,Alpha
239510,239510-B.1.1,100,390,1832,B.1.1,B.1.1,B.1.1
240909,240909-B.1.1.7,100,539,1588,B.1.1.7,B.1.1.7,Alpha
240920,240920-B.1.1.7,1000,572,1538,B.1.1.7,B.1.1.7,Alpha
244610,244610-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
244709,244709-B.1.1.7,100,885,1162,B.1.1.7,B.1.1.7,Alpha
245747,245747-B.1.617.2,1000,497,1651,B.1.617.2,B.1.617.2,Delta
260762,260762-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
260785,260785-B.1.621,100,320,2676,B.1.621,B.1.621,B.1.621
265505,265505-B.1.617.2,1000,303,9146,B.1.617.2,B.1.617.2,Delta
265845,265845-B.1.617.2,1000,193,5806,B.1.617.2,B.1.617.2,Delta
269662,269662-B.1.617.2,1000,482,1678,B.1.617.2,B.1.617.2,Delta
273598,273598-B.1.617.2,100,931,1113,B.1.617.2,B.1.617.2,Delta
278421,278421-B.1.619,100,424,1763,B.1.619,B.1.619,B.1.619
285379,285379-B.1.621,1000,326,3791,B.1.621,B.1.621,B.1.621
286850,286850-B.1.619,100,424,1763,B.1.619,B.1.619,B.1.619
291068,291068-B.1.617.2,1000,871,1188,B.1.617.2,B.1.617.2,Delta
291284,291284-B.1.617.2,1000,401,4337,B.1.617.2,B.1.617.2,Delta
291947,291947-P.1.7,1000,569,1545,P.1.7,P.1.7,P
295044,295044-B.1.1,1000,390,1832,B.1.1,B.1.1,B.1.1
300334,300334-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
300610,300610-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
300631,300631-B.1.617.2,1000,687,1393,B.1.617.2,B.1.617.2,Delta
302887,302887-Q.3,100,884,1163,Q.3,Q.3,Alpha
303177,303177-Q.3,1000,884,1163,Q.3,Q.3,Alpha
305479,305479-C.37,1000,773,1294,C.37,C.37,C.37
305646,305646-C.37,100,458,2366,C.37,C.37,C.37
306050,306050-P.1,100,672,1421,P.1,P.1,P
306147,306147-P.1,1000,672,1421,P.1,P.1,P
309240,309240-B.1.637,100,560,3318,B.1.637,B.1.637,B.1.637
310047,310047-B.1.1.7,100,539,1588,B.1.1.7,B.1.1.7,Alpha
310065,310065-B.1.1.7,1000,539,1588,B.1.1.7,B.1.1.7,Alpha
312311,312311-B.1.466.2,100,514,1631,B.1.466.2,B.1.466.2,B.1.466.2
313050,313050-R.1,1000,659,1433,R.1,R.1,R.1
313624,313624-B.1.617.2,1000,66,11051,B.1.617.2,B.1.617.2,Delta
313966,313966-AY.122,100,789,2311,AY.122,AY.122,Delta
316446,316446-B.1.617.2,100,838,3813,B.1.617.2,B.1.617.2,Delta
316528,316528-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
319088,319088-B.1.617.2,1000,454,1716,B.1.617.2,B.1.617.2,Delta
323395,323395-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
323808,323808-B.1.1.7,1000,114,4322,B.1.1.7,B.1.1.7,Alpha
324000,324000-P.1.17,100,629,1471,P.1.17,P.1.17,P
325439,325439-B.1.1.7,100,612,1492,B.1.1.7,B.1.1.7,Alpha
328330,328330-C.37,1000,458,2366,C.37,C.37,C.37
331849,331849-B.1.617.2,100,687,1393,B.1.617.2,B.1.617.2,Delta
332651,332651-P.1,100,569,1545,P.1,P.1,P
334403,334403-B.1.1.7,1000,612,1492,B.1.1.7,B.1.1.7,Alpha
342206,342206-B.1.526,100,560,3318,B.1.526,B.1.526,B.1.526
342878,342878-B.1.621,100,320,2676,B.1.621,B.1.621,B.1.621
342906,342906-B.1.1.7,1000,175,3650,B.1.1.7,B.1.1.7,Alpha
347808,347808-B.1.621,100,320,2676,B.1.621,B.1.621,B.1.621
354489,354489-B.1.1.7,1000,863,2032,B.1.1.7,B.1.1.7,Alpha
357541,357541-B.1.617.2,100,497,1651,B.1.617.2,B.1.617.2,Delta
360088,360088-B.1.619.1,100,424,1763,B.1.619.1,B.1.619.1,B.1.619.1
363299,363299-B.1.617.2,1000,93,11109,B.1.617.2,B.1.617.2,Delta
365334,365334-AY.98.1,1000,172,4429,AY.98.1,AY.98.1,Delta
365476,365476-AY.125,1000,359,3263,AY.125,AY.125,Delta
366196,366196-B.1.617.2,100,548,1577,B.1.617.2,B.1.617.2,Delta
366452,366452-B.1.617.2,1000,383,1849,B.1.617.2,B.1.617.2,Delta
