Id,Label,Node_value,Node_cluster,Node_cluster_len,Node_lineage,Node_lineage_raw,Node_lineage2
599679,599679-AY.27,1000,419,1779,AY.27,AY.27,Delta
599731,599731-AY.4,100,461,1706,AY.4,AY.4,Delta
599867,599867-AY.33,100,787,1276,AY.33,AY.33,Delta
600082,600082-AY.103,1000,826,1234,AY.103,AY.103,Delta
600252,600252-AY.100,100,219,5737,AY.100,AY.100,Delta
600679,600679-AY.9.2,1000,841,1221,AY.9.2,AY.9.2,Delta
600720,600720-AY.9.2,1000,914,1131,AY.9.2,AY.9.2,Delta
601143,601143-AY.6,100,895,1152,AY.6,AY.6,Delta
601145,601145-AY.4,100,715,1359,AY.4,AY.4,Delta
601157,601157-AY.103,1000,610,1493,AY.103,AY.103,Delta
601199,601199-AY.33,100,787,1276,AY.33,AY.33,Delta
601412,601412-AY.103,1000,269,4829,AY.103,AY.103,Delta
601444,601444-AY.4,100,622,1480,AY.4,AY.4,Delta
601453,601453-AY.121,100,93,11109,AY.121,AY.121,Delta
602163,602163-AY.7.1,1000,805,1259,AY.7.1,AY.7.1,Delta
602745,602745-AY.124,100,625,1478,AY.124,AY.124,Delta
602864,602864-B.1.617.2,100,616,2184,B.1.617.2,B.1.617.2,Delta
603639,603639-B.1.617.2,1000,836,1227,B.1.617.2,B.1.617.2,Delta
603851,603851-AY.26,100,671,1422,AY.26,AY.26,Delta
603855,603855-AY.43,1000,75,8636,AY.43,AY.43,Delta
603856,603856-AY.26,1000,671,1422,AY.26,AY.26,Delta
603969,603969-AY.47,100,831,1231,AY.47,AY.47,Delta
604024,604024-AY.5,1000,725,1340,AY.5,AY.5,Delta
604035,604035-AY.5,1000,510,1636,AY.5,AY.5,Delta
604083,604083-AY.103,1000,586,1521,AY.103,AY.103,Delta
604299,604299-AY.14,1000,517,2251,AY.14,AY.14,Delta
604301,604301-AY.119.2,100,397,5839,AY.119.2,AY.119.2,Delta
604404,604404-AY.113,100,206,4087,AY.113,AY.113,Delta
604667,604667-AY.4,100,542,1584,AY.4,AY.4,Delta
604674,604674-AY.69,1000,361,1898,AY.69,AY.69,Delta
604740,604740-AY.25,100,778,1284,AY.25,AY.25,Delta
604745,604745-AY.5,100,605,1500,AY.5,AY.5,Delta
605123,605123-AY.100,1000,563,1549,AY.100,AY.100,Delta
605171,605171-AY.39,100,448,1725,AY.39,AY.39,Delta
605454,605454-AY.101,100,473,1691,AY.101,AY.101,Delta
605690,605690-AY.36,100,909,1137,AY.36,AY.36,Delta
605969,605969-AY.3,1000,745,1320,AY.3,AY.3,Delta
606149,606149-AY.85,100,319,2016,AY.85,AY.85,Delta
606702,606702-AY.26,100,534,1597,AY.26,AY.26,Delta
606868,606868-AY.4,100,562,1552,AY.4,AY.4,Delta
606904,606904-AY.37,100,652,1440,AY.37,AY.37,Delta
606919,606919-AY.27,100,419,1779,AY.27,AY.27,Delta
606923,606923-AY.14,1000,765,1302,AY.14,AY.14,Delta
607161,607161-AY.27,1000,149,3881,AY.27,AY.27,Delta
607472,607472-AY.69,100,626,2190,AY.69,AY.69,Delta
607475,607475-AY.4.2,100,919,1126,AY.4.2,AY.4.2,Delta
607548,607548-AY.122,1000,592,1511,AY.122,AY.122,Delta
607819,607819-AY.26,1000,534,1597,AY.26,AY.26,Delta
607820,607820-AY.69,1000,626,2190,AY.69,AY.69,Delta
607828,607828-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
608130,608130-AY.100,1000,216,3718,AY.100,AY.100,Delta
608526,608526-AY.36,100,909,1137,AY.36,AY.36,Delta
609183,609183-AY.4,100,776,1289,AY.4,AY.4,Delta
609199,609199-AY.46.6,1000,550,2247,AY.46.6,AY.46.6,Delta
609399,609399-AY.103,1000,476,2472,AY.103,AY.103,Delta
609402,609402-AY.25.1,1000,113,3591,AY.25.1,AY.25.1,Delta
609412,609412-AY.119,1000,796,1267,AY.119,AY.119,Delta
609683,609683-AY.4,100,648,1443,AY.4,AY.4,Delta
609852,609852-AY.26,100,534,1597,AY.26,AY.26,Delta
610030,610030-AY.3,100,766,1302,AY.3,AY.3,Delta
610031,610031-AY.3,100,849,1206,AY.3,AY.3,Delta
610234,610234-AY.3,100,617,2769,AY.3,AY.3,Delta
610586,610586-AY.36,100,909,1137,AY.36,AY.36,Delta
612041,612041-AY.98.1,1000,198,2979,AY.98.1,AY.98.1,Delta
612242,612242-AY.4,100,683,1400,AY.4,AY.4,Delta
612319,612319-AY.4.6,100,549,3604,AY.4.6,AY.4.6,Delta
612511,612511-AY.4.2,100,97,10048,AY.4.2,AY.4.2,Delta
613376,613376-AY.39,100,275,2163,AY.39,AY.39,Delta
613433,613433-AY.103,100,722,1342,AY.103,AY.103,Delta
613626,613626-AY.25,100,284,2740,AY.25,AY.25,Delta
613751,613751-AY.39,100,377,1855,AY.39,AY.39,Delta
614425,614425-AY.127,100,923,1120,AY.127,AY.127,Delta
614501,614501-AY.103,100,596,1509,AY.103,AY.103,Delta
614671,614671-AY.43,100,223,3578,AY.43,AY.43,Delta
614850,614850-AY.43,100,223,3578,AY.43,AY.43,Delta
615142,615142-AY.119,100,397,5839,AY.119,AY.119,Delta
615192,615192-AY.25,1000,321,3656,AY.25,AY.25,Delta
615445,615445-AY.99.2,1000,786,1278,AY.99.2,AY.99.2,Delta
615447,615447-AY.25,1000,284,2740,AY.25,AY.25,Delta
615672,615672-AY.125,1000,268,2180,AY.125,AY.125,Delta
616325,616325-AY.43,1000,577,2241,AY.43,AY.43,Delta
616547,616547-AY.43,1000,396,1824,AY.43,AY.43,Delta
616725,616725-AY.47,1000,582,1529,AY.47,AY.47,Delta
616766,616766-AY.103,100,751,1314,AY.103,AY.103,Delta
616948,616948-AY.25,1000,391,1832,AY.25,AY.25,Delta
617014,617014-AY.43,1000,83,7727,AY.43,AY.43,Delta
617066,617066-AY.4,100,715,1359,AY.4,AY.4,Delta
617430,617430-AY.4,100,606,1499,AY.4,AY.4,Delta
617765,617765-AY.116.1,1000,908,1137,AY.116.1,AY.116.1,Delta
617887,617887-AY.25,100,778,1284,AY.25,AY.25,Delta
618215,618215-AY.101,100,473,1691,AY.101,AY.101,Delta
618318,618318-AY.25,1000,771,1296,AY.25,AY.25,Delta
618769,618769-AY.44,1000,673,1421,AY.44,AY.44,Delta
619081,619081-AY.34,100,635,3031,AY.34,AY.34,Delta
619644,619644-AY.74,100,674,1420,AY.74,AY.74,Delta
620129,620129-B.1.617.2,100,646,1447,B.1.617.2,B.1.617.2,Delta
620570,620570-AY.42,1000,407,3230,AY.42,AY.42,Delta
620617,620617-AY.39,100,448,1725,AY.39,AY.39,Delta
620952,620952-AY.4,100,461,1706,AY.4,AY.4,Delta
621039,621039-AY.122,100,528,1608,AY.122,AY.122,Delta
621577,621577-AY.4,100,781,1283,AY.4,AY.4,Delta
621729,621729-AY.25,100,376,2917,AY.25,AY.25,Delta
621848,621848-AY.34,100,635,3031,AY.34,AY.34,Delta
621967,621967-AY.34,100,635,3031,AY.34,AY.34,Delta
622585,622585-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
622594,622594-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
622615,622615-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
622650,622650-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
622706,622706-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
622768,622768-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
623011,623011-AY.43,1000,735,1328,AY.43,AY.43,Delta
623041,623041-AY.107,100,676,1419,AY.107,AY.107,Delta
623130,623130-AY.43,100,223,3578,AY.43,AY.43,Delta
623171,623171-AY.103,1000,730,1332,AY.103,AY.103,Delta
623181,623181-AY.4,1000,597,1509,AY.4,AY.4,Delta
623189,623189-AY.25,1000,229,2388,AY.25,AY.25,Delta
623359,623359-AY.113,100,206,4087,AY.113,AY.113,Delta
623676,623676-AY.103,1000,182,3542,AY.103,AY.103,Delta
623678,623678-AY.103,1000,205,3067,AY.103,AY.103,Delta
624051,624051-AY.119,1000,242,3122,AY.119,AY.119,Delta
624563,624563-AY.5,1000,605,1500,AY.5,AY.5,Delta
624760,624760-AY.36,100,909,1137,AY.36,AY.36,Delta
625125,625125-AY.25,1000,376,2917,AY.25,AY.25,Delta
625591,625591-AY.43,100,223,3578,AY.43,AY.43,Delta
625695,625695-AY.46.6,1000,669,1425,AY.46.6,AY.46.6,Delta
625822,625822-AY.4,100,493,2413,AY.4,AY.4,Delta
625833,625833-AY.129,100,414,1793,AY.129,AY.129,Delta
626082,626082-AY.103,1000,228,2390,AY.103,AY.103,Delta
626484,626484-AY.103,1000,123,6600,AY.103,AY.103,Delta
626486,626486-AY.111,1000,545,1581,AY.111,AY.111,Delta
626609,626609-AY.4,100,523,1615,AY.4,AY.4,Delta
626998,626998-AY.4,100,620,1482,AY.4,AY.4,Delta
627448,627448-AY.3,1000,300,2606,AY.3,AY.3,Delta
627471,627471-AY.103,1000,869,1981,AY.103,AY.103,Delta
627816,627816-AY.4,100,683,1400,AY.4,AY.4,Delta
628071,628071-AY.127,100,923,1120,AY.127,AY.127,Delta
628277,628277-AY.127,100,609,3460,AY.127,AY.127,Delta
628654,628654-AY.9.2,1000,358,1904,AY.9.2,AY.9.2,Delta
628918,628918-AY.47,1000,831,1231,AY.47,AY.47,Delta
628921,628921-AY.5,1000,918,1127,AY.5,AY.5,Delta
629157,629157-AY.43,1000,512,1635,AY.43,AY.43,Delta
629159,629159-AY.37,1000,652,1440,AY.37,AY.37,Delta
629509,629509-AY.43,1000,240,2326,AY.43,AY.43,Delta
629510,629510-AY.4,100,513,2642,AY.4,AY.4,Delta
629911,629911-AY.4,100,426,2294,AY.4,AY.4,Delta
630028,630028-AY.122,100,639,1459,AY.122,AY.122,Delta
631476,631476-B.1.617.2,100,916,1128,B.1.617.2,B.1.617.2,Delta
631610,631610-B.1.617.2,1000,916,1128,B.1.617.2,B.1.617.2,Delta
631842,631842-AY.39.1,1000,741,1325,AY.39.1,AY.39.1,Delta
631933,631933-AY.103,100,854,1201,AY.103,AY.103,Delta
632100,632100-AY.4,1000,542,1584,AY.4,AY.4,Delta
632103,632103-AY.4,100,835,1229,AY.4,AY.4,Delta
632104,632104-AY.29,100,679,1404,AY.29,AY.29,Delta
632344,632344-AY.3,1000,849,1206,AY.3,AY.3,Delta
632346,632346-AY.3,1000,766,1302,AY.3,AY.3,Delta
632372,632372-AY.101,1000,473,1691,AY.101,AY.101,Delta
632543,632543-AY.29,1000,679,1404,AY.29,AY.29,Delta
632552,632552-AY.100,1000,583,1528,AY.100,AY.100,Delta
632820,632820-AY.34.1,100,365,2719,AY.34.1,AY.34.1,Delta
633234,633234-AY.113,100,206,4087,AY.113,AY.113,Delta
633432,633432-AY.25.1,1000,139,4909,AY.25.1,AY.25.1,Delta
633435,633435-AY.113,1000,206,4087,AY.113,AY.113,Delta
633740,633740-AY.122,100,531,2598,AY.122,AY.122,Delta
633794,633794-AY.121,1000,177,4700,AY.121,AY.121,Delta
634079,634079-AY.4,100,781,1283,AY.4,AY.4,Delta
634346,634346-AY.34,100,635,3031,AY.34,AY.34,Delta
634511,634511-AY.4.2,100,97,10048,AY.4.2,AY.4.2,Delta
635347,635347-AY.4,1000,433,1752,AY.4,AY.4,Delta
635689,635689-AY.103,1000,893,1153,AY.103,AY.103,Delta
635735,635735-AY.4,100,562,1552,AY.4,AY.4,Delta
636185,636185-AY.4,1000,715,1359,AY.4,AY.4,Delta
636217,636217-AY.122,1000,566,1547,AY.122,AY.122,Delta
636785,636785-AY.103,1000,920,1126,AY.103,AY.103,Delta
636786,636786-AY.4,1000,461,1706,AY.4,AY.4,Delta
636805,636805-AY.39,1000,675,1420,AY.39,AY.39,Delta
637437,637437-AY.103,1000,176,4497,AY.103,AY.103,Delta
638619,638619-AY.4.2,1000,395,2362,AY.4.2,AY.4.2,Delta
638624,638624-AY.34,100,635,3031,AY.34,AY.34,Delta
639637,639637-AY.25,1000,331,1992,AY.25,AY.25,Delta
639651,639651-AY.129,1000,744,1323,AY.129,AY.129,Delta
640559,640559-AY.44,1000,668,1425,AY.44,AY.44,Delta
640606,640606-AY.122,100,528,1608,AY.122,AY.122,Delta
640937,640937-AY.39.2,100,377,1855,AY.39.2,AY.39.2,Delta
641373,641373-AY.34,100,635,3031,AY.34,AY.34,Delta
641460,641460-AY.100,1000,204,3593,AY.100,AY.100,Delta
641484,641484-AY.124,100,625,1478,AY.124,AY.124,Delta
641745,641745-AY.44,1000,263,2667,AY.44,AY.44,Delta
641748,641748-AY.34,100,635,3031,AY.34,AY.34,Delta
641757,641757-AY.4,100,683,1400,AY.4,AY.4,Delta
642076,642076-AY.34.1,1000,365,2719,AY.34.1,AY.34.1,Delta
642242,642242-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
643243,643243-AY.103,1000,298,2067,AY.103,AY.103,Delta
644085,644085-AY.4,100,421,1769,AY.4,AY.4,Delta
644088,644088-AY.39,1000,275,2163,AY.39,AY.39,Delta
644608,644608-AY.117,1000,386,1846,AY.117,AY.117,Delta
645048,645048-AY.4,100,576,1531,AY.4,AY.4,Delta
646851,646851-AY.4,100,562,1552,AY.4,AY.4,Delta
647619,647619-AY.4,100,421,1769,AY.4,AY.4,Delta
647880,647880-AY.4,100,426,2294,AY.4,AY.4,Delta
648200,648200-AY.100,100,216,3718,AY.100,AY.100,Delta
648269,648269-AY.100,1000,814,1250,AY.100,AY.100,Delta
648270,648270-AY.103,1000,596,1509,AY.103,AY.103,Delta
649476,649476-AY.43.8,1000,889,1156,AY.43.8,AY.43.8,Delta
649584,649584-AY.4,100,493,2413,AY.4,AY.4,Delta
650156,650156-AY.39.2,100,377,1855,AY.39.2,AY.39.2,Delta
651528,651528-AY.103,100,722,1342,AY.103,AY.103,Delta
651612,651612-AY.124,100,625,1478,AY.124,AY.124,Delta
652074,652074-AY.43,100,656,1435,AY.43,AY.43,Delta
653297,653297-AY.100,1000,185,2692,AY.100,AY.100,Delta
654109,654109-AY.33,1000,787,1276,AY.33,AY.33,Delta
654272,654272-AY.4,100,315,2026,AY.4,AY.4,Delta
654283,654283-AY.122,100,819,1945,AY.122,AY.122,Delta
654523,654523-AY.122,1000,819,1945,AY.122,AY.122,Delta
654575,654575-AY.4,100,421,1769,AY.4,AY.4,Delta
655174,655174-AY.23,100,910,1136,AY.23,AY.23,Delta
655179,655179-AY.4,100,695,1386,AY.4,AY.4,Delta
655806,655806-AY.34,100,635,3031,AY.34,AY.34,Delta
656871,656871-AY.29.1,1000,547,1578,AY.29.1,AY.29.1,Delta
657002,657002-AY.129,1000,414,1793,AY.129,AY.129,Delta
657315,657315-AY.119.2,1000,894,1153,AY.119.2,AY.119.2,Delta
657840,657840-AY.39.1,100,795,2972,AY.39.1,AY.39.1,Delta
657863,657863-AY.100,100,938,1110,AY.100,AY.100,Delta
657940,657940-AY.39,100,940,1102,AY.39,AY.39,Delta
658414,658414-AY.100,1000,938,1110,AY.100,AY.100,Delta
658417,658417-AY.39,1000,448,1725,AY.39,AY.39,Delta
658435,658435-AY.39,1000,940,1102,AY.39,AY.39,Delta
658939,658939-AY.122,100,639,1459,AY.122,AY.122,Delta
658949,658949-AY.103,100,722,1342,AY.103,AY.103,Delta
659768,659768-AY.127,100,609,3460,AY.127,AY.127,Delta
660115,660115-AY.122,100,487,1671,AY.122,AY.122,Delta
661704,661704-AY.4.8,100,523,1615,AY.4.8,AY.4.8,Delta
662117,662117-AY.100,1000,897,1150,AY.100,AY.100,Delta
662123,662123-AY.103,1000,854,1201,AY.103,AY.103,Delta
662946,662946-AY.85,1000,319,2016,AY.85,AY.85,Delta
664347,664347-AY.33,1000,791,1273,AY.33,AY.33,Delta
664354,664354-AY.4,100,921,1126,AY.4,AY.4,Delta
664590,664590-AY.3,100,617,2769,AY.3,AY.3,Delta
664724,664724-AY.4,100,315,2026,AY.4,AY.4,Delta
664731,664731-AY.4,1000,493,2413,AY.4,AY.4,Delta
664791,664791-AY.4,100,622,1480,AY.4,AY.4,Delta
664800,664800-AY.4,100,783,1282,AY.4,AY.4,Delta
665232,665232-AY.4,1000,297,2077,AY.4,AY.4,Delta
665750,665750-AY.4.2,100,657,1435,AY.4.2,AY.4.2,Delta
665793,665793-AY.4.2,100,520,1622,AY.4.2,AY.4.2,Delta
667103,667103-AY.34,1000,635,3031,AY.34,AY.34,Delta
668316,668316-AY.4,1000,776,1289,AY.4,AY.4,Delta
668337,668337-AY.4,1000,662,1431,AY.4,AY.4,Delta
669701,669701-AY.44,1000,701,1379,AY.44,AY.44,Delta
669715,669715-AY.25,100,376,2917,AY.25,AY.25,Delta
671161,671161-AY.74,100,674,1420,AY.74,AY.74,Delta
671186,671186-AY.46.6,1000,536,1596,AY.46.6,AY.46.6,Delta
672792,672792-AY.4,100,620,1482,AY.4,AY.4,Delta
673211,673211-AY.29,100,823,1235,AY.29,AY.29,Delta
673649,673649-AY.4.2.1,100,97,10048,AY.4.2.1,AY.4.2.1,Delta
674694,674694-AY.74,1000,674,1420,AY.74,AY.74,Delta
674938,674938-AY.4,100,648,1443,AY.4,AY.4,Delta
675972,675972-AY.103,100,596,1509,AY.103,AY.103,Delta
675975,675975-AY.4,100,695,1386,AY.4,AY.4,Delta
675982,675982-AY.103,100,722,1342,AY.103,AY.103,Delta
677789,677789-AY.25,100,750,1315,AY.25,AY.25,Delta
678743,678743-AY.4,100,695,1386,AY.4,AY.4,Delta
680110,680110-AY.6,100,895,1152,AY.6,AY.6,Delta
682137,682137-AY.25,1000,778,1284,AY.25,AY.25,Delta
682827,682827-AY.44,100,816,1249,AY.44,AY.44,Delta
683712,683712-AY.34,100,635,3031,AY.34,AY.34,Delta
685592,685592-AY.25,100,778,1284,AY.25,AY.25,Delta
686567,686567-AY.36,1000,688,1392,AY.36,AY.36,Delta
687325,687325-AY.25,1000,750,1315,AY.25,AY.25,Delta
687356,687356-AY.4,100,835,1229,AY.4,AY.4,Delta
689164,689164-AY.4,1000,576,1531,AY.4,AY.4,Delta
690658,690658-AY.4,100,648,1443,AY.4,AY.4,Delta
693391,693391-AY.100,1000,437,1746,AY.100,AY.100,Delta
694365,694365-AY.59,100,667,1425,AY.59,AY.59,Delta
695058,695058-AY.4,100,562,1552,AY.4,AY.4,Delta
695519,695519-AY.4,1000,921,1126,AY.4,AY.4,Delta
696823,696823-AY.4.2.2,1000,110,6444,AY.4.2.2,AY.4.2.2,Delta
699182,699182-AY.118,100,658,1434,AY.118,AY.118,Delta
700087,700087-AY.6,100,895,1152,AY.6,AY.6,Delta
700128,700128-AY.39,100,275,2163,AY.39,AY.39,Delta
700677,700677-AY.4,1000,513,2642,AY.4,AY.4,Delta
700684,700684-AY.4,100,783,1282,AY.4,AY.4,Delta
701863,701863-AY.4,100,431,1755,AY.4,AY.4,Delta
701864,701864-AY.23,1000,910,1136,AY.23,AY.23,Delta
702369,702369-AY.4.2.1,100,97,10048,AY.4.2.1,AY.4.2.1,Delta
707588,707588-AY.118,100,658,1434,AY.118,AY.118,Delta
707592,707592-AY.4,100,783,1282,AY.4,AY.4,Delta
708832,708832-AY.36,100,909,1137,AY.36,AY.36,Delta
709897,709897-AY.4,1000,683,1400,AY.4,AY.4,Delta
709933,709933-AY.124,100,625,1478,AY.124,AY.124,Delta
711608,711608-AY.103,100,50,10635,AY.103,AY.103,Delta
712671,712671-AY.4,100,783,1282,AY.4,AY.4,Delta
712975,712975-AY.4.6,100,549,3604,AY.4.6,AY.4.6,Delta
713279,713279-AY.121,1000,308,2045,AY.121,AY.121,Delta
715190,715190-AY.34.1,100,365,2719,AY.34.1,AY.34.1,Delta
716101,716101-AY.46.2,1000,346,1930,AY.46.2,AY.46.2,Delta
716358,716358-AY.27,100,419,1779,AY.27,AY.27,Delta
716858,716858-AY.43,100,469,1695,AY.43,AY.43,Delta
717242,717242-AY.46.5,1000,459,1707,AY.46.5,AY.46.5,Delta
718155,718155-AY.4,100,622,1480,AY.4,AY.4,Delta
718156,718156-AY.4,1000,737,2301,AY.4,AY.4,Delta
719545,719545-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
719546,719546-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
720205,720205-AY.36,1000,909,1137,AY.36,AY.36,Delta
720248,720248-AY.4,100,781,1283,AY.4,AY.4,Delta
722811,722811-AY.33,1000,939,1109,AY.33,AY.33,Delta
724098,724098-AY.118,1000,658,1434,AY.118,AY.118,Delta
724172,724172-AY.5,100,605,1500,AY.5,AY.5,Delta
724902,724902-AY.4.8,1000,523,1615,AY.4.8,AY.4.8,Delta
731030,731030-AY.103,100,722,1342,AY.103,AY.103,Delta
731297,731297-AY.4.2,1000,405,2619,AY.4.2,AY.4.2,Delta
731952,731952-AY.4.2,100,922,1122,AY.4.2,AY.4.2,Delta
733148,733148-AY.4.2.1,1000,245,4654,AY.4.2.1,AY.4.2.1,Delta
736341,736341-AY.103,100,854,1201,AY.103,AY.103,Delta
737193,737193-AY.36,1000,404,1818,AY.36,AY.36,Delta
738939,738939-AY.4,100,781,1283,AY.4,AY.4,Delta
747752,747752-AY.4.6,100,549,3604,AY.4.6,AY.4.6,Delta
748381,748381-B.1.429,100,320,2676,B.1.429,B.1.429,Epsilon
753497,753497-AY.103,1000,751,1314,AY.103,AY.103,Delta
754782,754782-AY.4,100,648,1443,AY.4,AY.4,Delta
757917,757917-AY.43,100,656,1435,AY.43,AY.43,Delta
761037,761037-AY.122,100,528,1608,AY.122,AY.122,Delta
761977,761977-B.1.617.2,100,616,2184,B.1.617.2,B.1.617.2,Delta
778557,778557-B.1.617.2,100,616,2184,B.1.617.2,B.1.617.2,Delta
784133,784133-AY.4,100,622,1480,AY.4,AY.4,Delta
792224,792224-AY.122,100,639,1459,AY.122,AY.122,Delta
799080,799080-AY.4.2,100,657,1435,AY.4.2,AY.4.2,Delta
805572,805572-AY.4,1000,315,2026,AY.4,AY.4,Delta
811111,811111-AY.29.2,100,823,1235,AY.29.2,AY.29.2,Delta
814445,814445-AY.4.2.3,100,919,1126,AY.4.2.3,AY.4.2.3,Delta
815583,815583-AY.43.6,100,469,1695,AY.43.6,AY.43.6,Delta
816922,816922-AY.43.6,1000,469,1695,AY.43.6,AY.43.6,Delta
819301,819301-AY.4.2.2,1000,861,1195,AY.4.2.2,AY.4.2.2,Delta
819822,819822-B.1.617.2,1000,616,2184,B.1.617.2,B.1.617.2,Delta
823685,823685-AY.6,1000,895,1152,AY.6,AY.6,Delta
825497,825497-AY.4,1000,835,1229,AY.4,AY.4,Delta
825499,825499-AY.4,1000,431,1755,AY.4,AY.4,Delta
826174,826174-AY.124,100,625,1478,AY.124,AY.124,Delta
826278,826278-AY.124,100,625,1478,AY.124,AY.124,Delta
827271,827271-AY.4,100,180,4464,AY.4,AY.4,Delta
830319,830319-AY.98,100,824,1235,AY.98,AY.98,Delta
831280,831280-AY.4,100,783,1282,AY.4,AY.4,Delta
834114,834114-B.1.617.2,1000,757,1311,B.1.617.2,B.1.617.2,Delta
835945,835945-AY.43,100,469,1695,AY.43,AY.43,Delta
838088,838088-AY.4,100,237,4448,AY.4,AY.4,Delta
839058,839058-AY.98,100,824,1235,AY.98,AY.98,Delta
839068,839068-AY.4.2,100,657,1435,AY.4.2,AY.4.2,Delta
842857,842857-AY.4,100,180,4464,AY.4,AY.4,Delta
844010,844010-AY.4,100,32,22761,AY.4,AY.4,Delta
845332,845332-AY.4.2,1000,135,4429,AY.4.2,AY.4.2,Delta
845449,845449-AY.4.6,100,549,3604,AY.4.6,AY.4.6,Delta
847235,847235-AY.4,1000,783,1282,AY.4,AY.4,Delta
847241,847241-AY.29.2,100,823,1235,AY.29.2,AY.29.2,Delta
856359,856359-AY.25,100,376,2917,AY.25,AY.25,Delta
860238,860238-AY.103,100,722,1342,AY.103,AY.103,Delta
863263,863263-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
863456,863456-AY.39.2,1000,377,1855,AY.39.2,AY.39.2,Delta
867834,867834-AY.122.5,1000,290,2110,AY.122.5,AY.122.5,Delta
873075,873075-AY.4,100,180,4464,AY.4,AY.4,Delta
875792,875792-AY.4,100,237,4448,AY.4,AY.4,Delta
881459,881459-AY.122,100,528,1608,AY.122,AY.122,Delta
881593,881593-AY.4.2,1000,623,1480,AY.4.2,AY.4.2,Delta
889396,889396-AY.4.6,100,549,3604,AY.4.6,AY.4.6,Delta
889863,889863-AY.4.6,100,549,3604,AY.4.6,AY.4.6,Delta
892470,892470-AY.4,1000,925,1119,AY.4,AY.4,Delta
896083,896083-AY.124,1000,625,1478,AY.124,AY.124,Delta
896205,896205-AY.4.6,1000,549,3604,AY.4.6,AY.4.6,Delta
897223,897223-AY.4,1000,368,1879,AY.4,AY.4,Delta
898498,898498-AY.4.2,100,559,1560,AY.4.2,AY.4.2,Delta
899250,899250-AY.4,1000,421,1769,AY.4,AY.4,Delta
899260,899260-AY.4,100,620,1482,AY.4,AY.4,Delta
903621,903621-AY.39.1,1000,714,1360,AY.39.1,AY.39.1,Delta
905353,905353-AY.4,100,695,1386,AY.4,AY.4,Delta
905359,905359-AY.4.2,1000,922,1122,AY.4.2,AY.4.2,Delta
908486,908486-AY.4.2.2,1000,844,1211,AY.4.2.2,AY.4.2.2,Delta
909805,909805-AY.4,1000,695,1386,AY.4,AY.4,Delta
910471,910471-B.1.617.2,100,757,1311,B.1.617.2,B.1.617.2,Delta
914500,914500-AY.4.2,1000,520,1622,AY.4.2,AY.4.2,Delta
919378,919378-AY.4,1000,562,1552,AY.4,AY.4,Delta
922114,922114-AY.125,100,359,3263,AY.125,AY.125,Delta
924273,924273-AY.4,100,237,4448,AY.4,AY.4,Delta
931683,931683-AY.4.2.2,100,861,1195,AY.4.2.2,AY.4.2.2,Delta
931718,931718-AY.4.2,100,657,1435,AY.4.2,AY.4.2,Delta
932572,932572-AY.29.2,100,823,1235,AY.29.2,AY.29.2,Delta
934152,934152-AY.127,100,923,1120,AY.127,AY.127,Delta
934868,934868-AY.27,100,419,1779,AY.27,AY.27,Delta
945041,945041-AY.98,1000,824,1235,AY.98,AY.98,Delta
947199,947199-AY.44,100,816,1249,AY.44,AY.44,Delta
956041,956041-AY.4,1000,237,4448,AY.4,AY.4,Delta
962796,962796-AY.4.2,100,657,1435,AY.4.2,AY.4.2,Delta
977175,977175-AY.4.2,1000,559,1560,AY.4.2,AY.4.2,Delta
977718,977718-AY.4,1000,620,1482,AY.4,AY.4,Delta
988314,988314-AY.127,100,923,1120,AY.127,AY.127,Delta
989216,989216-AY.43,100,656,1435,AY.43,AY.43,Delta
991160,991160-AY.122,100,528,1608,AY.122,AY.122,Delta
992956,992956-AY.122,100,528,1608,AY.122,AY.122,Delta
994422,994422-AY.29.2,100,823,1235,AY.29.2,AY.29.2,Delta
994448,994448-AY.4,100,781,1283,AY.4,AY.4,Delta
994896,994896-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
1008001,1008001-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
1018285,1018285-AY.4.2,1000,657,1435,AY.4.2,AY.4.2,Delta
1025819,1025819-AY.4,100,648,1443,AY.4,AY.4,Delta
1030723,1030723-B.1.617.2,100,924,1119,B.1.617.2,B.1.617.2,Delta
1034196,1034196-AY.4,100,648,1443,AY.4,AY.4,Delta
1056513,1056513-AY.4,100,648,1443,AY.4,AY.4,Delta
1073119,1073119-AY.122.6,1000,293,2578,AY.122.6,AY.122.6,Delta
1073358,1073358-AY.122,1000,528,1608,AY.122,AY.122,Delta
1078683,1078683-AY.4,100,622,1480,AY.4,AY.4,Delta
1078684,1078684-AY.4,100,622,1480,AY.4,AY.4,Delta
